,E0,Ep,dL,phi,th_LRL
20992,-20.0,172.8,-1.0,192.0,0.0
20997,-20.0,172.8,-1.0,197.0,0.0
20999,-20.0,172.8,-1.0,199.0,0.0
21207,-20.0,172.8,1.0,7.0,0.0
21208,-20.0,172.8,1.0,8.0,0.0
21209,-20.0,172.8,1.0,9.0,0.0
21212,-20.0,172.8,1.0,12.0,0.0
21213,-20.0,172.8,1.0,13.0,0.0
21214,-20.0,172.8,1.0,14.0,0.0
21215,-20.0,172.8,1.0,15.0,0.0
21216,-20.0,172.8,1.0,16.0,0.0
21218,-20.0,172.8,1.0,18.0,0.0
21220,-20.0,172.8,1.0,20.0,0.0
21221,-20.0,172.8,1.0,21.0,0.0
21226,-20.0,172.8,1.0,26.0,0.0
21227,-20.0,172.8,1.0,27.0,0.0
21229,-20.0,172.8,1.0,29.0,0.0
21232,-20.0,172.8,1.0,32.0,0.0
21237,-20.0,172.8,1.0,37.0,0.0
21247,-20.0,172.8,1.0,47.0,0.0
21248,-20.0,172.8,1.0,48.0,0.0
21249,-20.0,172.8,1.0,49.0,0.0
21256,-20.0,172.8,1.0,56.0,0.0
21258,-20.0,172.8,1.0,58.0,0.0
21259,-20.0,172.8,1.0,59.0,0.0
21263,-20.0,172.8,1.0,63.0,0.0
21264,-20.0,172.8,1.0,64.0,0.0
21273,-20.0,172.8,1.0,73.0,0.0
21274,-20.0,172.8,1.0,74.0,0.0
21275,-20.0,172.8,1.0,75.0,0.0
21276,-20.0,172.8,1.0,76.0,0.0
21282,-20.0,172.8,1.0,82.0,0.0
21285,-20.0,172.8,1.0,85.0,0.0
21286,-20.0,172.8,1.0,86.0,0.0
21292,-20.0,172.8,1.0,92.0,0.0
21298,-20.0,172.8,1.0,98.0,0.0
21304,-20.0,172.8,1.0,104.0,0.0
21311,-20.0,172.8,1.0,111.0,0.0
21345,-20.0,172.8,1.0,145.0,0.0
21350,-20.0,172.8,1.0,150.0,0.0
21353,-20.0,172.8,1.0,153.0,0.0
21354,-20.0,172.8,1.0,154.0,0.0
21357,-20.0,172.8,1.0,157.0,0.0
21358,-20.0,172.8,1.0,158.0,0.0
21366,-20.0,172.8,1.0,166.0,0.0
21367,-20.0,172.8,1.0,167.0,0.0
21372,-20.0,172.8,1.0,172.0,0.0
21374,-20.0,172.8,1.0,174.0,0.0
21375,-20.0,172.8,1.0,175.0,0.0
21379,-20.0,172.8,1.0,179.0,0.0
21381,-20.0,172.8,1.0,181.0,0.0
21386,-20.0,172.8,1.0,186.0,0.0
21389,-20.0,172.8,1.0,189.0,0.0
21392,-20.0,172.8,1.0,192.0,0.0
21397,-20.0,172.8,1.0,197.0,0.0
21399,-20.0,172.8,1.0,199.0,0.0
21601,-20.0,201.6,-1.0,1.0,0.0
21602,-20.0,201.6,-1.0,2.0,0.0
21606,-20.0,201.6,-1.0,6.0,0.0
21608,-20.0,201.6,-1.0,8.0,0.0
21609,-20.0,201.6,-1.0,9.0,0.0
21617,-20.0,201.6,-1.0,17.0,0.0
21619,-20.0,201.6,-1.0,19.0,0.0
21620,-20.0,201.6,-1.0,20.0,0.0
21621,-20.0,201.6,-1.0,21.0,0.0
21623,-20.0,201.6,-1.0,23.0,0.0
21624,-20.0,201.6,-1.0,24.0,0.0
21626,-20.0,201.6,-1.0,26.0,0.0
21631,-20.0,201.6,-1.0,31.0,0.0
21633,-20.0,201.6,-1.0,33.0,0.0
21638,-20.0,201.6,-1.0,38.0,0.0
21639,-20.0,201.6,-1.0,39.0,0.0
21641,-20.0,201.6,-1.0,41.0,0.0
21642,-20.0,201.6,-1.0,42.0,0.0
21643,-20.0,201.6,-1.0,43.0,0.0
21648,-20.0,201.6,-1.0,48.0,0.0
21651,-20.0,201.6,-1.0,51.0,0.0
21652,-20.0,201.6,-1.0,52.0,0.0
21654,-20.0,201.6,-1.0,54.0,0.0
21656,-20.0,201.6,-1.0,56.0,0.0
21658,-20.0,201.6,-1.0,58.0,0.0
21660,-20.0,201.6,-1.0,60.0,0.0
21662,-20.0,201.6,-1.0,62.0,0.0
21665,-20.0,201.6,-1.0,65.0,0.0
21667,-20.0,201.6,-1.0,67.0,0.0
21675,-20.0,201.6,-1.0,75.0,0.0
21684,-20.0,201.6,-1.0,84.0,0.0
21692,-20.0,201.6,-1.0,92.0,0.0
21694,-20.0,201.6,-1.0,94.0,0.0
21696,-20.0,201.6,-1.0,96.0,0.0
21727,-20.0,201.6,-1.0,127.0,0.0
21731,-20.0,201.6,-1.0,131.0,0.0
21738,-20.0,201.6,-1.0,138.0,0.0
21748,-20.0,201.6,-1.0,148.0,0.0
21750,-20.0,201.6,-1.0,150.0,0.0
21759,-20.0,201.6,-1.0,159.0,0.0
21761,-20.0,201.6,-1.0,161.0,0.0
21763,-20.0,201.6,-1.0,163.0,0.0
21764,-20.0,201.6,-1.0,164.0,0.0
21767,-20.0,201.6,-1.0,167.0,0.0
21768,-20.0,201.6,-1.0,168.0,0.0
21769,-20.0,201.6,-1.0,169.0,0.0
21771,-20.0,201.6,-1.0,171.0,0.0
21772,-20.0,201.6,-1.0,172.0,0.0
21773,-20.0,201.6,-1.0,173.0,0.0
21775,-20.0,201.6,-1.0,175.0,0.0
21779,-20.0,201.6,-1.0,179.0,0.0
21780,-20.0,201.6,-1.0,180.0,0.0
21782,-20.0,201.6,-1.0,182.0,0.0
21784,-20.0,201.6,-1.0,184.0,0.0
21785,-20.0,201.6,-1.0,185.0,0.0
21788,-20.0,201.6,-1.0,188.0,0.0
21791,-20.0,201.6,-1.0,191.0,0.0
21792,-20.0,201.6,-1.0,192.0,0.0
21794,-20.0,201.6,-1.0,194.0,0.0
21795,-20.0,201.6,-1.0,195.0,0.0
21796,-20.0,201.6,-1.0,196.0,0.0
21798,-20.0,201.6,-1.0,198.0,0.0
22001,-20.0,201.6,1.0,1.0,0.0
22002,-20.0,201.6,1.0,2.0,0.0
22006,-20.0,201.6,1.0,6.0,0.0
22008,-20.0,201.6,1.0,8.0,0.0
22009,-20.0,201.6,1.0,9.0,0.0
22017,-20.0,201.6,1.0,17.0,0.0
22019,-20.0,201.6,1.0,19.0,0.0
22020,-20.0,201.6,1.0,20.0,0.0
22021,-20.0,201.6,1.0,21.0,0.0
22023,-20.0,201.6,1.0,23.0,0.0
22024,-20.0,201.6,1.0,24.0,0.0
22026,-20.0,201.6,1.0,26.0,0.0
22031,-20.0,201.6,1.0,31.0,0.0
22033,-20.0,201.6,1.0,33.0,0.0
22038,-20.0,201.6,1.0,38.0,0.0
22039,-20.0,201.6,1.0,39.0,0.0
22041,-20.0,201.6,1.0,41.0,0.0
22042,-20.0,201.6,1.0,42.0,0.0
22043,-20.0,201.6,1.0,43.0,0.0
22048,-20.0,201.6,1.0,48.0,0.0
22051,-20.0,201.6,1.0,51.0,0.0
22052,-20.0,201.6,1.0,52.0,0.0
22054,-20.0,201.6,1.0,54.0,0.0
22056,-20.0,201.6,1.0,56.0,0.0
22058,-20.0,201.6,1.0,58.0,0.0
22060,-20.0,201.6,1.0,60.0,0.0
22062,-20.0,201.6,1.0,62.0,0.0
22065,-20.0,201.6,1.0,65.0,0.0
22067,-20.0,201.6,1.0,67.0,0.0
22075,-20.0,201.6,1.0,75.0,0.0
22084,-20.0,201.6,1.0,84.0,0.0
22092,-20.0,201.6,1.0,92.0,0.0
22094,-20.0,201.6,1.0,94.0,0.0
22096,-20.0,201.6,1.0,96.0,0.0
22127,-20.0,201.6,1.0,127.0,0.0
22131,-20.0,201.6,1.0,131.0,0.0
22138,-20.0,201.6,1.0,138.0,0.0
22148,-20.0,201.6,1.0,148.0,0.0
22150,-20.0,201.6,1.0,150.0,0.0
22159,-20.0,201.6,1.0,159.0,0.0
22161,-20.0,201.6,1.0,161.0,0.0
22163,-20.0,201.6,1.0,163.0,0.0
22164,-20.0,201.6,1.0,164.0,0.0
22167,-20.0,201.6,1.0,167.0,0.0
22168,-20.0,201.6,1.0,168.0,0.0
22169,-20.0,201.6,1.0,169.0,0.0
22171,-20.0,201.6,1.0,171.0,0.0
22172,-20.0,201.6,1.0,172.0,0.0
22173,-20.0,201.6,1.0,173.0,0.0
22175,-20.0,201.6,1.0,175.0,0.0
22179,-20.0,201.6,1.0,179.0,0.0
22180,-20.0,201.6,1.0,180.0,0.0
22182,-20.0,201.6,1.0,182.0,0.0
22184,-20.0,201.6,1.0,184.0,0.0
22185,-20.0,201.6,1.0,185.0,0.0
22188,-20.0,201.6,1.0,188.0,0.0
22191,-20.0,201.6,1.0,191.0,0.0
22192,-20.0,201.6,1.0,192.0,0.0
22194,-20.0,201.6,1.0,194.0,0.0
22195,-20.0,201.6,1.0,195.0,0.0
22196,-20.0,201.6,1.0,196.0,0.0
22198,-20.0,201.6,1.0,198.0,0.0
22400,-20.0,230.4,-1.0,0.0,0.0
22401,-20.0,230.4,-1.0,1.0,0.0
22402,-20.0,230.4,-1.0,2.0,0.0
22408,-20.0,230.4,-1.0,8.0,0.0
22409,-20.0,230.4,-1.0,9.0,0.0
22410,-20.0,230.4,-1.0,10.0,0.0
22413,-20.0,230.4,-1.0,13.0,0.0
22414,-20.0,230.4,-1.0,14.0,0.0
22417,-20.0,230.4,-1.0,17.0,0.0
22418,-20.0,230.4,-1.0,18.0,0.0
22419,-20.0,230.4,-1.0,19.0,0.0
22420,-20.0,230.4,-1.0,20.0,0.0
22421,-20.0,230.4,-1.0,21.0,0.0
22423,-20.0,230.4,-1.0,23.0,0.0
22424,-20.0,230.4,-1.0,24.0,0.0
22427,-20.0,230.4,-1.0,27.0,0.0
22430,-20.0,230.4,-1.0,30.0,0.0
22431,-20.0,230.4,-1.0,31.0,0.0
22433,-20.0,230.4,-1.0,33.0,0.0
22435,-20.0,230.4,-1.0,35.0,0.0
22438,-20.0,230.4,-1.0,38.0,0.0
22440,-20.0,230.4,-1.0,40.0,0.0
22444,-20.0,230.4,-1.0,44.0,0.0
22446,-20.0,230.4,-1.0,46.0,0.0
22449,-20.0,230.4,-1.0,49.0,0.0
22450,-20.0,230.4,-1.0,50.0,0.0
22452,-20.0,230.4,-1.0,52.0,0.0
22455,-20.0,230.4,-1.0,55.0,0.0
22458,-20.0,230.4,-1.0,58.0,0.0
22460,-20.0,230.4,-1.0,60.0,0.0
22462,-20.0,230.4,-1.0,62.0,0.0
22468,-20.0,230.4,-1.0,68.0,0.0
22470,-20.0,230.4,-1.0,70.0,0.0
22472,-20.0,230.4,-1.0,72.0,0.0
22474,-20.0,230.4,-1.0,74.0,0.0
22475,-20.0,230.4,-1.0,75.0,0.0
22484,-20.0,230.4,-1.0,84.0,0.0
22490,-20.0,230.4,-1.0,90.0,0.0
22499,-20.0,230.4,-1.0,99.0,0.0
22527,-20.0,230.4,-1.0,127.0,0.0
22528,-20.0,230.4,-1.0,128.0,0.0
22534,-20.0,230.4,-1.0,134.0,0.0
22535,-20.0,230.4,-1.0,135.0,0.0
22542,-20.0,230.4,-1.0,142.0,0.0
22546,-20.0,230.4,-1.0,146.0,0.0
22552,-20.0,230.4,-1.0,152.0,0.0
22557,-20.0,230.4,-1.0,157.0,0.0
22563,-20.0,230.4,-1.0,163.0,0.0
22567,-20.0,230.4,-1.0,167.0,0.0
22568,-20.0,230.4,-1.0,168.0,0.0
22569,-20.0,230.4,-1.0,169.0,0.0
22575,-20.0,230.4,-1.0,175.0,0.0
22578,-20.0,230.4,-1.0,178.0,0.0
22579,-20.0,230.4,-1.0,179.0,0.0
22581,-20.0,230.4,-1.0,181.0,0.0
22582,-20.0,230.4,-1.0,182.0,0.0
22586,-20.0,230.4,-1.0,186.0,0.0
22587,-20.0,230.4,-1.0,187.0,0.0
22589,-20.0,230.4,-1.0,189.0,0.0
22593,-20.0,230.4,-1.0,193.0,0.0
22594,-20.0,230.4,-1.0,194.0,0.0
22597,-20.0,230.4,-1.0,197.0,0.0
22599,-20.0,230.4,-1.0,199.0,0.0
22800,-20.0,230.4,1.0,0.0,0.0
22801,-20.0,230.4,1.0,1.0,0.0
22802,-20.0,230.4,1.0,2.0,0.0
22808,-20.0,230.4,1.0,8.0,0.0
22809,-20.0,230.4,1.0,9.0,0.0
22810,-20.0,230.4,1.0,10.0,0.0
22813,-20.0,230.4,1.0,13.0,0.0
22814,-20.0,230.4,1.0,14.0,0.0
22817,-20.0,230.4,1.0,17.0,0.0
22818,-20.0,230.4,1.0,18.0,0.0
22819,-20.0,230.4,1.0,19.0,0.0
22820,-20.0,230.4,1.0,20.0,0.0
22821,-20.0,230.4,1.0,21.0,0.0
22823,-20.0,230.4,1.0,23.0,0.0
22824,-20.0,230.4,1.0,24.0,0.0
22827,-20.0,230.4,1.0,27.0,0.0
22830,-20.0,230.4,1.0,30.0,0.0
22831,-20.0,230.4,1.0,31.0,0.0
22833,-20.0,230.4,1.0,33.0,0.0
22835,-20.0,230.4,1.0,35.0,0.0
22838,-20.0,230.4,1.0,38.0,0.0
22840,-20.0,230.4,1.0,40.0,0.0
22844,-20.0,230.4,1.0,44.0,0.0
22846,-20.0,230.4,1.0,46.0,0.0
22849,-20.0,230.4,1.0,49.0,0.0
22850,-20.0,230.4,1.0,50.0,0.0
22852,-20.0,230.4,1.0,52.0,0.0
22855,-20.0,230.4,1.0,55.0,0.0
22858,-20.0,230.4,1.0,58.0,0.0
22860,-20.0,230.4,1.0,60.0,0.0
22862,-20.0,230.4,1.0,62.0,0.0
22868,-20.0,230.4,1.0,68.0,0.0
22870,-20.0,230.4,1.0,70.0,0.0
22872,-20.0,230.4,1.0,72.0,0.0
22874,-20.0,230.4,1.0,74.0,0.0
22875,-20.0,230.4,1.0,75.0,0.0
22884,-20.0,230.4,1.0,84.0,0.0
22890,-20.0,230.4,1.0,90.0,0.0
22899,-20.0,230.4,1.0,99.0,0.0
22927,-20.0,230.4,1.0,127.0,0.0
22928,-20.0,230.4,1.0,128.0,0.0
22934,-20.0,230.4,1.0,134.0,0.0
22935,-20.0,230.4,1.0,135.0,0.0
22942,-20.0,230.4,1.0,142.0,0.0
22946,-20.0,230.4,1.0,146.0,0.0
22952,-20.0,230.4,1.0,152.0,0.0
22957,-20.0,230.4,1.0,157.0,0.0
22963,-20.0,230.4,1.0,163.0,0.0
22967,-20.0,230.4,1.0,167.0,0.0
22968,-20.0,230.4,1.0,168.0,0.0
22969,-20.0,230.4,1.0,169.0,0.0
22975,-20.0,230.4,1.0,175.0,0.0
22978,-20.0,230.4,1.0,178.0,0.0
22979,-20.0,230.4,1.0,179.0,0.0
22981,-20.0,230.4,1.0,181.0,0.0
22982,-20.0,230.4,1.0,182.0,0.0
22986,-20.0,230.4,1.0,186.0,0.0
22987,-20.0,230.4,1.0,187.0,0.0
22989,-20.0,230.4,1.0,189.0,0.0
22993,-20.0,230.4,1.0,193.0,0.0
22994,-20.0,230.4,1.0,194.0,0.0
22997,-20.0,230.4,1.0,197.0,0.0
22999,-20.0,230.4,1.0,199.0,0.0
23200,-20.0,187.2,-1.0,0.0,0.0
23203,-20.0,187.2,-1.0,3.0,0.0
23205,-20.0,187.2,-1.0,5.0,0.0
23206,-20.0,187.2,-1.0,6.0,0.0
23210,-20.0,187.2,-1.0,10.0,0.0
23215,-20.0,187.2,-1.0,15.0,0.0
23216,-20.0,187.2,-1.0,16.0,0.0
23218,-20.0,187.2,-1.0,18.0,0.0
23219,-20.0,187.2,-1.0,19.0,0.0
23220,-20.0,187.2,-1.0,20.0,0.0
23227,-20.0,187.2,-1.0,27.0,0.0
23230,-20.0,187.2,-1.0,30.0,0.0
23234,-20.0,187.2,-1.0,34.0,0.0
23239,-20.0,187.2,-1.0,39.0,0.0
23243,-20.0,187.2,-1.0,43.0,0.0
23246,-20.0,187.2,-1.0,46.0,0.0
23249,-20.0,187.2,-1.0,49.0,0.0
23254,-20.0,187.2,-1.0,54.0,0.0
23256,-20.0,187.2,-1.0,56.0,0.0
23258,-20.0,187.2,-1.0,58.0,0.0
23263,-20.0,187.2,-1.0,63.0,0.0
23265,-20.0,187.2,-1.0,65.0,0.0
23268,-20.0,187.2,-1.0,68.0,0.0
23271,-20.0,187.2,-1.0,71.0,0.0
23275,-20.0,187.2,-1.0,75.0,0.0
23276,-20.0,187.2,-1.0,76.0,0.0
23279,-20.0,187.2,-1.0,79.0,0.0
23280,-20.0,187.2,-1.0,80.0,0.0
23283,-20.0,187.2,-1.0,83.0,0.0
23285,-20.0,187.2,-1.0,85.0,0.0
23289,-20.0,187.2,-1.0,89.0,0.0
23305,-20.0,187.2,-1.0,105.0,0.0
23340,-20.0,187.2,-1.0,140.0,0.0
23349,-20.0,187.2,-1.0,149.0,0.0
23352,-20.0,187.2,-1.0,152.0,0.0
23359,-20.0,187.2,-1.0,159.0,0.0
23364,-20.0,187.2,-1.0,164.0,0.0
23365,-20.0,187.2,-1.0,165.0,0.0
23367,-20.0,187.2,-1.0,167.0,0.0
23368,-20.0,187.2,-1.0,168.0,0.0
23375,-20.0,187.2,-1.0,175.0,0.0
23379,-20.0,187.2,-1.0,179.0,0.0
23380,-20.0,187.2,-1.0,180.0,0.0
23387,-20.0,187.2,-1.0,187.0,0.0
23397,-20.0,187.2,-1.0,197.0,0.0
23398,-20.0,187.2,-1.0,198.0,0.0
23399,-20.0,187.2,-1.0,199.0,0.0
23600,-20.0,187.2,1.0,0.0,0.0
23603,-20.0,187.2,1.0,3.0,0.0
23605,-20.0,187.2,1.0,5.0,0.0
23606,-20.0,187.2,1.0,6.0,0.0
23610,-20.0,187.2,1.0,10.0,0.0
23615,-20.0,187.2,1.0,15.0,0.0
23616,-20.0,187.2,1.0,16.0,0.0
23618,-20.0,187.2,1.0,18.0,0.0
23619,-20.0,187.2,1.0,19.0,0.0
23620,-20.0,187.2,1.0,20.0,0.0
23627,-20.0,187.2,1.0,27.0,0.0
23630,-20.0,187.2,1.0,30.0,0.0
23634,-20.0,187.2,1.0,34.0,0.0
23639,-20.0,187.2,1.0,39.0,0.0
23643,-20.0,187.2,1.0,43.0,0.0
23646,-20.0,187.2,1.0,46.0,0.0
23649,-20.0,187.2,1.0,49.0,0.0
23654,-20.0,187.2,1.0,54.0,0.0
23656,-20.0,187.2,1.0,56.0,0.0
23658,-20.0,187.2,1.0,58.0,0.0
23663,-20.0,187.2,1.0,63.0,0.0
23665,-20.0,187.2,1.0,65.0,0.0
23668,-20.0,187.2,1.0,68.0,0.0
23671,-20.0,187.2,1.0,71.0,0.0
23675,-20.0,187.2,1.0,75.0,0.0
23676,-20.0,187.2,1.0,76.0,0.0
23679,-20.0,187.2,1.0,79.0,0.0
23680,-20.0,187.2,1.0,80.0,0.0
23683,-20.0,187.2,1.0,83.0,0.0
23685,-20.0,187.2,1.0,85.0,0.0
23689,-20.0,187.2,1.0,89.0,0.0
23705,-20.0,187.2,1.0,105.0,0.0
23740,-20.0,187.2,1.0,140.0,0.0
23749,-20.0,187.2,1.0,149.0,0.0
23752,-20.0,187.2,1.0,152.0,0.0
23759,-20.0,187.2,1.0,159.0,0.0
23764,-20.0,187.2,1.0,164.0,0.0
23765,-20.0,187.2,1.0,165.0,0.0
23767,-20.0,187.2,1.0,167.0,0.0
23768,-20.0,187.2,1.0,168.0,0.0
23775,-20.0,187.2,1.0,175.0,0.0
23779,-20.0,187.2,1.0,179.0,0.0
23780,-20.0,187.2,1.0,180.0,0.0
23787,-20.0,187.2,1.0,187.0,0.0
23797,-20.0,187.2,1.0,197.0,0.0
23798,-20.0,187.2,1.0,198.0,0.0
23799,-20.0,187.2,1.0,199.0,0.0
24003,-20.0,288.0,-1.0,3.0,0.0
24004,-20.0,288.0,-1.0,4.0,0.0
24005,-20.0,288.0,-1.0,5.0,0.0
24006,-20.0,288.0,-1.0,6.0,0.0
24009,-20.0,288.0,-1.0,9.0,0.0
24010,-20.0,288.0,-1.0,10.0,0.0
24013,-20.0,288.0,-1.0,13.0,0.0
24018,-20.0,288.0,-1.0,18.0,0.0
24023,-20.0,288.0,-1.0,23.0,0.0
24024,-20.0,288.0,-1.0,24.0,0.0
24028,-20.0,288.0,-1.0,28.0,0.0
24029,-20.0,288.0,-1.0,29.0,0.0
24030,-20.0,288.0,-1.0,30.0,0.0
24031,-20.0,288.0,-1.0,31.0,0.0
24035,-20.0,288.0,-1.0,35.0,0.0
24043,-20.0,288.0,-1.0,43.0,0.0
24047,-20.0,288.0,-1.0,47.0,0.0
24049,-20.0,288.0,-1.0,49.0,0.0
24054,-20.0,288.0,-1.0,54.0,0.0
24057,-20.0,288.0,-1.0,57.0,0.0
24063,-20.0,288.0,-1.0,63.0,0.0
24065,-20.0,288.0,-1.0,65.0,0.0
24066,-20.0,288.0,-1.0,66.0,0.0
24070,-20.0,288.0,-1.0,70.0,0.0
24073,-20.0,288.0,-1.0,73.0,0.0
24082,-20.0,288.0,-1.0,82.0,0.0
24087,-20.0,288.0,-1.0,87.0,0.0
24102,-20.0,288.0,-1.0,102.0,0.0
24119,-20.0,288.0,-1.0,119.0,0.0
24132,-20.0,288.0,-1.0,132.0,0.0
24150,-20.0,288.0,-1.0,150.0,0.0
24155,-20.0,288.0,-1.0,155.0,0.0
24170,-20.0,288.0,-1.0,170.0,0.0
24171,-20.0,288.0,-1.0,171.0,0.0
24172,-20.0,288.0,-1.0,172.0,0.0
24173,-20.0,288.0,-1.0,173.0,0.0
24175,-20.0,288.0,-1.0,175.0,0.0
24178,-20.0,288.0,-1.0,178.0,0.0
24182,-20.0,288.0,-1.0,182.0,0.0
24186,-20.0,288.0,-1.0,186.0,0.0
24187,-20.0,288.0,-1.0,187.0,0.0
24190,-20.0,288.0,-1.0,190.0,0.0
24192,-20.0,288.0,-1.0,192.0,0.0
24198,-20.0,288.0,-1.0,198.0,0.0
24403,-20.0,288.0,1.0,3.0,0.0
24404,-20.0,288.0,1.0,4.0,0.0
24405,-20.0,288.0,1.0,5.0,0.0
24406,-20.0,288.0,1.0,6.0,0.0
24409,-20.0,288.0,1.0,9.0,0.0
24410,-20.0,288.0,1.0,10.0,0.0
24413,-20.0,288.0,1.0,13.0,0.0
24418,-20.0,288.0,1.0,18.0,0.0
24423,-20.0,288.0,1.0,23.0,0.0
24424,-20.0,288.0,1.0,24.0,0.0
24428,-20.0,288.0,1.0,28.0,0.0
24429,-20.0,288.0,1.0,29.0,0.0
24430,-20.0,288.0,1.0,30.0,0.0
24431,-20.0,288.0,1.0,31.0,0.0
24435,-20.0,288.0,1.0,35.0,0.0
24443,-20.0,288.0,1.0,43.0,0.0
24447,-20.0,288.0,1.0,47.0,0.0
24449,-20.0,288.0,1.0,49.0,0.0
24454,-20.0,288.0,1.0,54.0,0.0
24457,-20.0,288.0,1.0,57.0,0.0
24463,-20.0,288.0,1.0,63.0,0.0
24465,-20.0,288.0,1.0,65.0,0.0
24466,-20.0,288.0,1.0,66.0,0.0
24470,-20.0,288.0,1.0,70.0,0.0
24473,-20.0,288.0,1.0,73.0,0.0
24482,-20.0,288.0,1.0,82.0,0.0
24487,-20.0,288.0,1.0,87.0,0.0
24502,-20.0,288.0,1.0,102.0,0.0
24519,-20.0,288.0,1.0,119.0,0.0
24532,-20.0,288.0,1.0,132.0,0.0
24550,-20.0,288.0,1.0,150.0,0.0
24555,-20.0,288.0,1.0,155.0,0.0
24570,-20.0,288.0,1.0,170.0,0.0
24571,-20.0,288.0,1.0,171.0,0.0
24572,-20.0,288.0,1.0,172.0,0.0
24573,-20.0,288.0,1.0,173.0,0.0
24575,-20.0,288.0,1.0,175.0,0.0
24578,-20.0,288.0,1.0,178.0,0.0
24582,-20.0,288.0,1.0,182.0,0.0
24586,-20.0,288.0,1.0,186.0,0.0
24587,-20.0,288.0,1.0,187.0,0.0
24590,-20.0,288.0,1.0,190.0,0.0
24592,-20.0,288.0,1.0,192.0,0.0
24598,-20.0,288.0,1.0,198.0,0.0
24800,0.0,172.8,-1.0,0.0,0.0
24803,0.0,172.8,-1.0,3.0,0.0
24809,0.0,172.8,-1.0,9.0,0.0
24811,0.0,172.8,-1.0,11.0,0.0
24813,0.0,172.8,-1.0,13.0,0.0
24815,0.0,172.8,-1.0,15.0,0.0
24819,0.0,172.8,-1.0,19.0,0.0
24820,0.0,172.8,-1.0,20.0,0.0
24824,0.0,172.8,-1.0,24.0,0.0
24825,0.0,172.8,-1.0,25.0,0.0
24837,0.0,172.8,-1.0,37.0,0.0
24839,0.0,172.8,-1.0,39.0,0.0
24840,0.0,172.8,-1.0,40.0,0.0
24849,0.0,172.8,-1.0,49.0,0.0
24851,0.0,172.8,-1.0,51.0,0.0
24853,0.0,172.8,-1.0,53.0,0.0
24856,0.0,172.8,-1.0,56.0,0.0
24857,0.0,172.8,-1.0,57.0,0.0
24858,0.0,172.8,-1.0,58.0,0.0
24859,0.0,172.8,-1.0,59.0,0.0
24860,0.0,172.8,-1.0,60.0,0.0
24861,0.0,172.8,-1.0,61.0,0.0
24867,0.0,172.8,-1.0,67.0,0.0
24870,0.0,172.8,-1.0,70.0,0.0
24873,0.0,172.8,-1.0,73.0,0.0
24875,0.0,172.8,-1.0,75.0,0.0
24885,0.0,172.8,-1.0,85.0,0.0
24918,0.0,172.8,-1.0,118.0,0.0
24939,0.0,172.8,-1.0,139.0,0.0
24947,0.0,172.8,-1.0,147.0,0.0
24954,0.0,172.8,-1.0,154.0,0.0
24965,0.0,172.8,-1.0,165.0,0.0
24968,0.0,172.8,-1.0,168.0,0.0
24973,0.0,172.8,-1.0,173.0,0.0
24976,0.0,172.8,-1.0,176.0,0.0
24983,0.0,172.8,-1.0,183.0,0.0
24984,0.0,172.8,-1.0,184.0,0.0
24985,0.0,172.8,-1.0,185.0,0.0
24986,0.0,172.8,-1.0,186.0,0.0
24987,0.0,172.8,-1.0,187.0,0.0
24989,0.0,172.8,-1.0,189.0,0.0
24991,0.0,172.8,-1.0,191.0,0.0
24993,0.0,172.8,-1.0,193.0,0.0
24994,0.0,172.8,-1.0,194.0,0.0
24996,0.0,172.8,-1.0,196.0,0.0
24997,0.0,172.8,-1.0,197.0,0.0
25200,0.0,172.8,1.0,0.0,0.0
25203,0.0,172.8,1.0,3.0,0.0
25209,0.0,172.8,1.0,9.0,0.0
25211,0.0,172.8,1.0,11.0,0.0
25213,0.0,172.8,1.0,13.0,0.0
25215,0.0,172.8,1.0,15.0,0.0
25219,0.0,172.8,1.0,19.0,0.0
25220,0.0,172.8,1.0,20.0,0.0
25224,0.0,172.8,1.0,24.0,0.0
25225,0.0,172.8,1.0,25.0,0.0
25237,0.0,172.8,1.0,37.0,0.0
25239,0.0,172.8,1.0,39.0,0.0
25240,0.0,172.8,1.0,40.0,0.0
25249,0.0,172.8,1.0,49.0,0.0
25251,0.0,172.8,1.0,51.0,0.0
25253,0.0,172.8,1.0,53.0,0.0
25256,0.0,172.8,1.0,56.0,0.0
25257,0.0,172.8,1.0,57.0,0.0
25258,0.0,172.8,1.0,58.0,0.0
25259,0.0,172.8,1.0,59.0,0.0
25260,0.0,172.8,1.0,60.0,0.0
25261,0.0,172.8,1.0,61.0,0.0
25267,0.0,172.8,1.0,67.0,0.0
25270,0.0,172.8,1.0,70.0,0.0
25273,0.0,172.8,1.0,73.0,0.0
25275,0.0,172.8,1.0,75.0,0.0
25285,0.0,172.8,1.0,85.0,0.0
25318,0.0,172.8,1.0,118.0,0.0
25339,0.0,172.8,1.0,139.0,0.0
25347,0.0,172.8,1.0,147.0,0.0
25354,0.0,172.8,1.0,154.0,0.0
25365,0.0,172.8,1.0,165.0,0.0
25368,0.0,172.8,1.0,168.0,0.0
25373,0.0,172.8,1.0,173.0,0.0
25376,0.0,172.8,1.0,176.0,0.0
25383,0.0,172.8,1.0,183.0,0.0
25384,0.0,172.8,1.0,184.0,0.0
25385,0.0,172.8,1.0,185.0,0.0
25386,0.0,172.8,1.0,186.0,0.0
25387,0.0,172.8,1.0,187.0,0.0
25389,0.0,172.8,1.0,189.0,0.0
